ENSID,Gene,Chr,mBATcombo_SuSiEx_Start,mBATcombo_SuSiEx_End,SMR_Start,SMR_End,MDD_Start,MDD_End,mBAT_combo_EUR_N06A,mBAT_combo_EUR_N06AA,mBAT_combo_EUR_N06AB,SuSiEx,blood_trait_eSMR,blood_trait_mSMR,blood_trait_pSMR,brainmeta_trait_eSMR,brainmeta_trait_mSMR,brainmeta_trait_sSMR,MDD_GWAS_Nearest_gene,MDD_GWAS_Fine_mapping,MDD_GWAS_Expression,MDD_GWAS_Protein,MDD_GWAS_fastBAT,MDD_GWAS_HMAGMA,MDD_GWAS_PsyOPS
ENSG00000264633,MIR4271,3,NA,NA,NA,NA,49311553,49311619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000264706,RN7SL217P,3,NA,NA,NA,NA,49900819,49901093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000264727,RP11-680C21.1,17,NA,NA,NA,NA,11191522,11194128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000264733,MIR4718,16,NA,NA,NA,NA,12814178,12814228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000264745,TTC39C-AS1,18,NA,NA,NA,NA,21574177,21595303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000264775,PPIAP14,18,NA,NA,NA,NA,5002758,5003253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000264804,AC098848.1,18,NA,NA,NA,NA,52668527,52668629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000264901,MIR3616,20,NA,NA,NA,NA,45795609,45795700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000264972,AL445675.1,1,NA,NA,NA,NA,243061172,243061255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265014,MIR3160-1,11,NA,NA,NA,NA,46473355,46473439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265086,AC006534.2,17,NA,NA,NA,NA,65840061,65840130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265089,MIR4655,7,NA,NA,NA,NA,1883816,1883889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265140,MIR4301,11,NA,NA,NA,NA,113320745,113320810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000265189,AC006080.1,17,NA,NA,NA,NA,63416701,63416778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000265204,RP11-403A21.3,18,NA,NA,NA,NA,21656758,21679284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265226,MIR548AI,6,NA,NA,NA,NA,99572485,99572572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265236,SNORD84,6,NA,NA,NA,NA,31508878,31508955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265253,MIR4446,3,NA,NA,NA,NA,113313723,113313789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265261,RP11-162A12.3,18,NA,NA,NA,NA,74596891,74600680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265419,AL359987.1,6,NA,NA,NA,NA,93354459,93354526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265430,AC108721.1,12,NA,NA,NA,NA,59921958,59922049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265454,AC012362.1,2,NA,NA,NA,NA,209234286,209234347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265483,MIR4443,3,NA,NA,NA,NA,48238054,48238106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265538,MIR4421,1,NA,NA,NA,NA,51525509,51525577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265559,RN7SL652P,11,NA,NA,NA,NA,47579088,47579385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265565,MIR3143,6,NA,NA,NA,NA,27115405,27115467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265730,AC090349.1,18,NA,NA,NA,NA,26675539,26675643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265740,RN7SL339P,5,NA,NA,NA,NA,170786121,170786414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265764,AL662890.3,6,NA,NA,NA,NA,28763749,28763812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265814,RN7SL376P,15,NA,NA,NA,NA,40907865,40908126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265824,RN7SL232P,10,NA,NA,NA,NA,12303670,12303926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000265986,MIR4735,1,NA,NA,NA,NA,196551543,196551611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000265994,RP11-510D21.1,18,NA,NA,NA,NA,26365032,26369224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266006,MIR4488,11,NA,NA,NA,NA,61276068,61276129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000266236,NARF-IT1,17,NA,NA,NA,NA,80439974,80441264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000266255,MIR4475,9,NA,NA,NA,NA,36823536,36823596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000266268,RP11-172F10.1,18,NA,NA,NA,NA,4775053,5004536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000266296,ARIH2P1,18,NA,NA,NA,NA,26231696,26233172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266370,MIR3657,12,NA,NA,NA,NA,112475403,112475519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266509,MIR3934,6,NA,NA,NA,NA,33665905,33666011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266530,MIR4318,18,NA,NA,NA,NA,35237098,35237178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266533,MIR3619,22,NA,NA,NA,NA,46486924,46487006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266580,MIR4254,1,NA,NA,NA,NA,32224261,32224336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266594,MIR4766,22,NA,NA,NA,NA,41209887,41209962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000266745,MIR3135A,3,NA,NA,NA,NA,20179057,20179133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266782,MIR3663,10,NA,NA,NA,NA,118927189,118927285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266824,RP11-599B13.7,17,NA,NA,NA,NA,8080130,8086130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266924,RP11-154H12.2,18,NA,NA,NA,NA,77547121,77551432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000266992,DHX40P1,17,NA,NA,NA,NA,58053370,58079745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000266993,RP4-657D16.3,1,NA,NA,NA,NA,52259637,52264824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267009,RP11-120M18.2,17,NA,NA,NA,NA,66409764,66521090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000267013,LINC01929,18,NA,NA,NA,NA,52773135,52791537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267028,TCF4-AS1,18,NA,NA,NA,NA,53119764,53150171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267057,LINC01905,18,NA,NA,NA,NA,53709366,53763550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267112,RP11-839G9.1,18,NA,NA,NA,NA,52553097,52565314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267172,RP11-397A16.3,18,NA,NA,NA,NA,53484398,53486990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267272,LINC01140,1,NA,NA,NA,NA,87595448,87634881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267284,RP11-397A16.1,18,NA,NA,NA,NA,53388294,53455992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267311,RP11-99A1.2,18,NA,NA,NA,NA,52546688,52548040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267313,KC6,18,NA,NA,NA,NA,39047395,39212149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267325,LINC01415,18,NA,NA,NA,NA,53443958,53448952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267327,CTD-2008L17.1,18,NA,NA,NA,NA,53560269,53690753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267374,MIR924HG,18,NA,NA,NA,NA,36786888,37380282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267399,RP11-456O19.5,18,NA,NA,NA,NA,53728340,53730309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267402,TCF4-AS2,18,NA,NA,NA,NA,53159406,53163623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267414,SETBP1-DT,18,NA,NA,NA,NA,42256892,42259682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267428,DYNAPP2,18,NA,NA,NA,NA,52234228,52234534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267524,RPSAP57,18,NA,NA,NA,NA,52411981,52412812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267561,RP5-1052I5.2,1,NA,NA,NA,NA,87458692,87634884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267599,LINC02959,19,NA,NA,NA,NA,31956559,31957337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267636,AC008992.1,19,NA,NA,NA,NA,31912903,31918208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267642,ASXL3-DT,18,NA,NA,NA,NA,31132087,31158151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000267647,MAP1LC3P,18,NA,NA,NA,NA,52621634,52621963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267662,TSHZ3-AS1,19,NA,NA,NA,NA,31839787,31908700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267712,LINC01539,18,NA,NA,NA,NA,53750587,53804767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267734,RP4-604K5.3,1,NA,NA,NA,NA,87397882,87400574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000267780,RP11-154H12.3,18,NA,NA,NA,NA,77552726,77576365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267857,PRED58,21,NA,NA,NA,NA,46520728,46534873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267905,VSIG10L-AS1,19,NA,NA,NA,NA,51843949,51847371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000267984,CTD-2616J11.9,19,NA,NA,NA,NA,51848423,51856547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268030,AC005253.2,19,NA,NA,NA,NA,18668585,18672370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268041,ERFL,19,NA,NA,NA,NA,42412671,42414249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268318,LINC01872,19,NA,NA,NA,NA,51774520,51784488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268580,LINC01966,2,NA,NA,NA,NA,145635301,145639600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000268595,CTD-3187F8.2,19,NA,NA,NA,NA,51754485,51774433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268659,RP11-310J24.3,10,NA,NA,NA,NA,77402234,77402857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268858,C20ORF135,20,NA,NA,NA,NA,62492879,62493217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268938,AC005387.3,19,NA,NA,NA,NA,18642423,18643442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268942,CKS1BP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000268983,AC005253.4,19,NA,NA,NA,NA,18679316,18680185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000269021,SIGLEC24P,19,NA,NA,NA,NA,51784116,51786276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000269191,AC005387.2,19,NA,NA,NA,NA,18643718,18646998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000269293,ZSCAN16-AS1,6,NA,NA,NA,NA,28089573,28105071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000269609,C10orf95-AS1,10,NA,NA,NA,NA,104209574,104220863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000269781,FLJ20306,7,NA,NA,NA,NA,6522922,6524873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269891,ARHGAP19-SLIT1,10,NA,NA,NA,NA,98757795,99052413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000269893,SNHG8,4,NA,NA,NA,NA,119199864,119200978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000269903,RP11-571M6.18,12,NA,NA,NA,NA,58208277,58208709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000269910,RP11-73M18.10,14,NA,NA,NA,NA,104160853,104161387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000269919,RP1-134E15.3,6,NA,NA,NA,NA,106548015,106548468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000269940,RP11-73M18.7,14,NA,NA,NA,NA,104160897,104161507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
ENSG00000269958,RP11-73M18.8,14,NA,NA,NA,NA,104162690,104163500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000269980,RP11-282O18.7,12,NA,NA,NA,NA,123746607,123746949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000269985,FARS2-AS1,6,NA,NA,NA,NA,5451916,5458308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000270039,RP11-571M6.17,12,NA,NA,NA,NA,58197621,58198198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000270060,RP11-390K5.6,11,NA,NA,NA,NA,47189832,47191114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270072,RP11-750H9.7,11,NA,NA,NA,NA,47535157,47536441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000270084,GAS5-AS1,1,NA,NA,NA,NA,173832386,173833079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270108,RP11-73M18.6,14,NA,NA,NA,NA,104153913,104154464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000270137,CTC-137K3.1,8,NA,NA,NA,NA,133838424,133839148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270166,RP11-158D2.1,9,NA,NA,NA,NA,86693499,86693772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270179,RP11-159N11.4,11,NA,NA,NA,NA,113239200,113239839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000270241,RP4-657M3.2,1,NA,NA,NA,NA,34742460,34742893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270282,RP5-1115A15.2,1,NA,NA,NA,NA,8572712,8573080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270323,AP000860.2,11,NA,NA,NA,NA,73351524,73352082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270326,SMIM15P2,6,NA,NA,NA,NA,28287437,28287629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000270372,RP11-109M17.2,9,NA,NA,NA,NA,10948372,10948481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270425,CTA-369K23.1,7,NA,NA,NA,NA,108361052,108362045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270427,NRBF2P5,10,NA,NA,NA,NA,5818034,5818821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270437,RP11-511I11.2,2,NA,NA,NA,NA,63310143,63314457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270441,LAMB2P1,3,NA,NA,NA,NA,49177519,49198284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000270442,CTB-95D12.1,5,NA,NA,NA,NA,154870896,154873158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270445,COPS5P2,12,NA,NA,NA,NA,123926064,123926399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270482,RP11-131L12.2,12,NA,NA,NA,NA,118813155,118814080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270488,RP11-245G13.1,2,NA,NA,NA,NA,11014417,11014693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270507,CTA-21C21.1,1,NA,NA,NA,NA,88778836,88778985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ENSG00000270516,RP11-500M10.1,7,NA,NA,NA,NA,118818231,118819203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ENSG00000270538,RP11-3B7.7,3,NA,NA,NA,NA,49289562,49289697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270547,LINC01235,9,NA,NA,NA,NA,13406379,13433052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000270591,RP11-73M18.11,14,NA,NA,NA,NA,104229140,104229614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000270604,HCG17,6,NA,NA,NA,NA,30201816,30293911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
